timestamp,active_addresses_1h,active_addresses_24h,active_addresses_30d,active_addresses_7d,age_consumed,age_destroyed,circulation,circulation_10y,circulation_180d,circulation_1d,circulation_2y,circulation_30d,circulation_365d,circulation_3y,circulation_5y,circulation_60d,circulation_7d,circulation_90d,circulation_usd_180d,daily_active_addresses,dev_activity_1d,dev_activity_contributors_count_7d,dormant_circulation_180d,dormant_circulation_2y,dormant_circulation_365d,dormant_circulation_90d,dormant_circulation_usd_180d,exchange_balance,exchange_inflow,exchange_inflow_usd,exchange_outflow,exchange_outflow_usd,mean_age,mean_age_180d,mean_age_2y,mean_age_365d,mean_age_3y,mean_age_5y,mean_age_90d,mean_dollar_invested_age,mean_dollar_invested_age_180d,mean_dollar_invested_age_2y,mean_dollar_invested_age_365d,mean_dollar_invested_age_3y,mean_dollar_invested_age_5y,mean_dollar_invested_age_90d,mvrv_long_short_diff_usd,mvrv_usd,mvrv_usd_10y,mvrv_usd_180d,mvrv_usd_1d,mvrv_usd_2y,mvrv_usd_30d,mvrv_usd_365d,mvrv_usd_3y,mvrv_usd_5y,mvrv_usd_60d,mvrv_usd_7d,mvrv_usd_90d,mvrv_usd_z_score,network_growth,network_profit_loss,nvt,nvt_transaction_volume,percent_of_total_supply_in_profit,percent_of_total_supply_on_exchanges,realized_value_usd,realized_value_usd_10y,realized_value_usd_180d,realized_value_usd_1d,realized_value_usd_2y,realized_value_usd_30d,realized_value_usd_365d,realized_value_usd_3y,realized_value_usd_5y,realized_value_usd_60d,realized_value_usd_7d,realized_value_usd_90d,sentiment_balance_total,sentiment_balance_total_v2,sentiment_negative_total,sentiment_positive_total,sentiment_volume_consumed_total,sentiment_weighted_total,sentiment_weighted_total_1d,sentiment_weighted_total_1d_v2,sentiment_weighted_total_1h,sentiment_weighted_total_1h_v2,sentiment_weighted_total_v2,social_dominance_ai_total,social_dominance_total,social_volume_ai_total,social_volume_total,supply_on_exchanges,supply_outside_exchanges,total_supply,total_supply_in_profit,transaction_volume,transaction_volume_in_loss,transaction_volume_in_profit,transaction_volume_profit_loss_ratio,transactions_count,twitter_followers,unique_social_volume_total_1d,unique_social_volume_total_1h,unique_social_volume_total_5m,velocity,whale_transaction_count_100k_usd_to_inf,whale_transaction_count_1m_usd_to_inf,whale_transaction_volume_100k_usd_to_inf,whale_transaction_volume_1m_usd_to_inf
2023-04-02 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1.96849489212,1.96849489212,10.136340081692,12.104834973812,-0.183606696229,-0.183606696229,,,-0.164959293258,-0.164959293258,-0.183606696229,3.746005608012,0.721931809589,557.0,79.0,,,,,0.0,,,,,,,31.0,31.0,,0.0,0.0,0.0,0.0
2023-04-02 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.307137906551,0.307137906551,7.435316264629,7.742454171181,0.020150073639,0.020150073639,,,-0.096808688877,-0.096808688877,0.020150073639,1.985917085981,0.650863314739,218.0,56.0,,,,,0.0,,,,,,,28.0,28.0,,0.0,0.0,0.0,0.0
2023-04-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.941919147968,2.941919147968,1.649867594242,4.59178674221,0.172465993204,0.172465993204,-0.686031473013,-0.686031473013,-0.096190177285,-0.096190177285,0.172465993204,2.364304279263,0.592361562952,200.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,137.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0
2023-04-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,9.574142992496,9.574142992496,2.441921293736,12.016064286232,0.206498294386,0.206498294386,,,0.380486376959,0.380486376959,0.206498294386,2.083865579556,0.683256767243,180.0,44.0,,,,,0.0,,,,,,,20.0,20.0,,0.0,0.0,0.0,0.0
2023-04-03 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,4.956281244755,4.956281244755,3.038640379906,7.99492162466,-0.181022592658,-0.181022592658,,,0.055057943731,0.055057943731,-0.181022592658,2.618183539205,0.375332334679,365.0,36.0,,,,,0.0,,,,,,,20.0,20.0,,0.0,0.0,0.0,0.0
2023-04-03 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1.926854789257,1.926854789257,6.60324126482,8.530096054077,-0.109172033809,-0.109172033809,,,-0.07559865937,-0.07559865937,-0.109172033809,2.178649281367,0.541542579862,327.0,60.0,,,,,0.0,,,,,,,31.0,31.0,,0.0,0.0,0.0,0.0
2023-04-03 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,8.280139327049,8.280139327049,5.948889315128,14.229028642178,0.086402716828,0.086402716828,,,0.600318305418,0.600318305418,0.086402716828,1.797460921953,0.50811715714,343.0,62.0,,,,,0.0,,,,,,,29.0,29.0,,0.0,0.0,0.0,0.0
2023-04-03 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2.731040358543,2.731040358543,4.082521915436,6.813562273979,-0.032790358712,-0.032790358712,,,0.092738558514,0.092738558514,-0.032790358712,2.463050061069,0.531628606141,442.0,57.0,,,,,0.0,,,,,,,24.0,24.0,,0.0,0.0,0.0,0.0
2023-04-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.514295458794,8.514295458794,4.617499828339,13.131795287132,0.140356658046,0.140356658046,-0.699892605994,-0.699892605994,0.332535722852,0.332535722852,0.140356658046,3.944696165578,0.734669749522,496.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,136.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0
2023-04-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-2.201851963997,-2.201851963997,8.994619309902,6.792767345905,-0.163302904463,-0.163302904463,,,-0.986517041786,-0.986517041786,-0.163302904463,3.207668694267,0.628734682756,380.0,39.0,,,,,0.0,,,,,,,26.0,26.0,,0.0,0.0,0.0,0.0
2023-04-04 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.640553712845,0.640553712845,6.710316240788,7.350869953632,0.161354365499,0.161354365499,,,-0.459045704794,-0.459045704794,0.161354365499,1.945499338895,0.603460573376,266.0,49.0,,,,,0.0,,,,,,,25.0,25.0,,0.0,0.0,0.0,0.0
2023-04-04 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,4.39496409893,4.39496409893,4.812617301941,9.207581400871,0.032590273568,0.032590273568,,,0.465415134093,0.465415134093,0.032590273568,2.712783013965,0.566939497734,493.0,75.0,,,,,0.0,,,,,,,34.0,34.0,,0.0,0.0,0.0,0.0
2023-04-04 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,4.306951105595,4.306951105595,3.428683161736,7.73563426733,-0.070619164705,-0.070619164705,,,0.164921796012,0.164921796012,-0.070619164705,3.2116834972,0.376307755063,547.0,45.0,,,,,0.0,,,,,,,21.0,21.0,,0.0,0.0,0.0,0.0
2023-04-04 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,9.108091115952,9.108091115952,2.43284869194,11.540939807892,0.253949519064,0.253949519064,,,0.303754804803,0.303754804803,0.253949519064,2.927434573897,0.507114131357,430.0,48.0,,,,,0.0,,,,,,,16.0,16.0,,0.0,0.0,0.0,0.0
