timestamp,active_addresses_1h,active_addresses_24h,active_addresses_30d,active_addresses_7d,age_consumed,age_destroyed,circulation,circulation_10y,circulation_180d,circulation_1d,circulation_2y,circulation_30d,circulation_365d,circulation_3y,circulation_5y,circulation_60d,circulation_7d,circulation_90d,circulation_usd_180d,daily_active_addresses,dev_activity,dev_activity_1d,dev_activity_contributors_count,dev_activity_contributors_count_7d,dormant_circulation_10y,dormant_circulation_180d,dormant_circulation_2y,dormant_circulation_365d,dormant_circulation_3y,dormant_circulation_5y,dormant_circulation_7y,dormant_circulation_8y,dormant_circulation_90d,dormant_circulation_9y,dormant_circulation_usd_180d,exchange_open_interest,mean_age,mean_age_180d,mean_age_2y,mean_age_365d,mean_age_3y,mean_age_5y,mean_age_90d,mean_dollar_invested_age,mean_dollar_invested_age_180d,mean_dollar_invested_age_2y,mean_dollar_invested_age_365d,mean_dollar_invested_age_3y,mean_dollar_invested_age_5y,mean_dollar_invested_age_90d,mvrv_long_short_diff_usd,mvrv_usd,mvrv_usd_10y,mvrv_usd_180d,mvrv_usd_1d,mvrv_usd_2y,mvrv_usd_30d,mvrv_usd_365d,mvrv_usd_3y,mvrv_usd_5y,mvrv_usd_60d,mvrv_usd_7d,mvrv_usd_90d,mvrv_usd_intraday,mvrv_usd_intraday_10y,mvrv_usd_intraday_180d,mvrv_usd_intraday_1d,mvrv_usd_intraday_2y,mvrv_usd_intraday_30d,mvrv_usd_intraday_365d,mvrv_usd_intraday_3y,mvrv_usd_intraday_5y,mvrv_usd_intraday_60d,mvrv_usd_intraday_7d,mvrv_usd_intraday_90d,mvrv_usd_z_score,network_profit_loss,nvt,nvt_5min,nvt_transaction_volume,percent_of_total_supply_in_profit,realized_value_usd,realized_value_usd_10y,realized_value_usd_180d,realized_value_usd_1d,realized_value_usd_2y,realized_value_usd_30d,realized_value_usd_365d,realized_value_usd_3y,realized_value_usd_5y,realized_value_usd_60d,realized_value_usd_7d,realized_value_usd_90d,sentiment_balance_total,sentiment_balance_total_v2,sentiment_negative_total,sentiment_positive_total,sentiment_volume_consumed_total,sentiment_weighted_total,sentiment_weighted_total_1d,sentiment_weighted_total_1d_v2,sentiment_weighted_total_1h,sentiment_weighted_total_1h_v2,sentiment_weighted_total_v2,social_dominance_ai_total,social_dominance_total,social_volume_ai_total,social_volume_total,total_funding_rates_aggregated_per_asset,total_open_interest,total_supply,total_supply_in_profit,transaction_volume,transaction_volume_in_loss,transaction_volume_in_profit,transaction_volume_profit_loss_ratio,transactions_count,unique_social_volume_total_1d,unique_social_volume_total_1h,unique_social_volume_total_5m,velocity,whale_transaction_count_100k_usd_to_inf,whale_transaction_count_1m_usd_to_inf,whale_transaction_volume_100k_usd_to_inf,whale_transaction_volume_1m_usd_to_inf
2024-09-23 00:00:00,1884422.0,1329048.0,1743629.0,1369923.0,99554.75768037312,99554.75768037312,20377100.929313462,16618841.665974623,3536312.9615517464,65418.82343070704,9125262.950335778,731050.6927297054,5514337.937108762,10601161.023614818,13432884.338150617,1306191.096016968,283952.5922772147,1872905.928214264,1207113193.7857041,34395.0,0,0.0,0,0.0,8.83753016,1013.73265018,642.050481890001,899.203121920001,590.574276860001,109.71809642,23.12745583,21.14423767,1282.85208283,16.65591055,346035.5659434245,89656807.16945538,1692.153334999446,94.679617040649,307.140003958015,145.1375522038,393.111786391881,590.381016315445,42.905841187505,961.14977039209,1477.912626723868,764.981044636457,1110.920748084791,322.597427042427,615.403511668454,2477.342092939212,-0.153086805605,1.204859384783,0.982640632489,0.749909848068,0.572828196592,1.125562915668,1.005328184956,0.841490712371,1.124445171649,0.986516677575,0.994577517977,0.897118546232,0.96682900485,1.220181871273,0.995156956236,0.762784051351,1.015222918776,1.139616474701,1.057901210265,0.854964850876,1.13872426273,0.999068324631,1.026931096381,1.034409982267,0.991294588419,0.161723079718,-32377.10922922336,311.486814661186,367.936190947408,117.931459544584,67.099389618388,5791306480.032291,5791306480.032291,1614772872.3493893,39104532.3095683,2776168560.367795,249002701.21700218,2243954955.671995,3228385937.0734158,4662676602.678749,449712900.970898,108380753.48653533,663337720.8421092,-3.152664005756,-3.152664005756,3.860164344311,0.707500338554,-0.14136388101,-0.14136388101,0.080596277162,0.080596277162,-0.312472496274,-0.312472496274,-0.14136388101,0.092075892857,0.756220390381,3.0,12.0,-2.2866136e-05,282171737.47482,20377100.929313462,13672910.345492294,15372.387500110035,79865.11956542998,88049.18758005001,1.102473621265,10497.0,13.0,2.0,2.0,2.641252943566,4.0,0.0,543242.6555099866,0.0
2024-09-23 04:00:00,1886672.0,1331067.0,1744868.0,1343298.0,49499.54297966713,49499.54297966713,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,87595536.72954632,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.199934151654,0.978640607091,0.750146067704,0.999349989808,1.120696580762,1.040829190293,0.840774079657,1.119826930383,0.982488938513,1.009829896598,1.016698697048,0.974835202053,,19660.30049188284,,560.705597050381,,,,,,,,,,,,,,,-2.866092383862,-2.866092383862,5.254805624485,2.388713240623,0.128289125007,0.128289125007,,,0.014550802898,0.014550802898,0.128289125007,0.452823282684,0.439490009982,10.0,15.0,-2.1925067e-05,277349597.5967,,,20450.076226799996,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0
2024-09-23 08:00:00,1888979.0,1333383.0,1745975.0,1344844.0,189513.11981010973,189513.11981010975,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,87245044.18875846,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.196472548825,0.975814922467,0.74798900001,0.998072269049,1.117448234579,1.03786210312,0.838343469121,1.116594284051,0.979652414972,1.006870961715,1.01328932329,0.971980121431,,30720.802200906186,,498.234216679095,,,,,,,,,,,,,,,2.30246502161,2.30246502161,1.657811880112,3.960276901722,-0.050681264973,-0.050681264973,,,0.714910685842,0.714910685842,-0.050681264973,0.363700891329,0.309527267001,12.0,15.0,1.4436378e-05,277176541.67115444,,,19817.33978033,,,,,,3.0,3.0,,14.0,0.0,2191021.728841617,0.0
2024-09-23 12:00:00,1896984.0,1341548.0,1748689.0,1348499.0,667547.3102716015,667547.3102716017,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,87630786.81794459,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.197206858938,0.976410926673,0.748515074668,0.999083316844,1.118104427404,1.038371635233,0.838866079921,1.117270552367,0.980256056778,1.007469094099,1.013588854178,0.972700023746,,-30730.373937383207,,459.838314018575,,,,,,,,,,,,,,,0.462546408176,0.462546408176,3.418860137463,3.881406545639,0.192055319899,0.192055319899,,,0.982634830406,0.982634830406,0.192055319899,0.071707820254,0.267317064575,3.0,12.0,1.5440598e-05,281520014.38446,,,32300.612393960007,,,,,,2.0,2.0,,18.0,0.0,3901276.413625707,0.0
2024-09-23 16:00:00,1895056.0,1343352.0,1750059.0,1348256.0,240106.76224470898,240106.76224470895,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,88475206.85611334,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.205110441597,0.982850156486,0.753543452399,1.006066680157,1.125451055007,1.045674710252,0.844390540123,1.124642321276,0.986724960845,1.013979869113,1.018949767311,0.979099323344,,71066.2960356564,,364.530837437187,,,,,,,,,,,,,,,-0.569328665733,-0.569328665733,3.011019647121,2.441690981388,-0.080115909398,-0.080115909398,,,0.60181768534,0.60181768534,-0.080115909398,0.367523191718,0.460967903422,11.0,17.0,-2.5250901e-05,283297483.16401005,,,38462.012742410014,,,,,,5.0,5.0,,7.0,1.0,5436176.871044971,3590386.0885747457
2024-09-23 20:00:00,1895359.0,1344251.0,1750248.0,1348162.0,551281.643075906,551281.643075906,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,88910469.7091052,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.204991255691,0.98274818173,0.753454027833,1.004906634726,1.125307880722,1.045133849496,0.844281507497,1.124517982468,0.986621569024,1.01377594817,1.016823468585,0.978876272529,,138827.564317288,,311.486814660218,,,,,,,,,,,,,,,-1.086546242237,-1.086546242237,2.538876950741,1.452330708504,-0.034582262676,-0.034582262676,,,-0.077477426778,-0.077477426778,-0.034582262676,0.150103519669,0.597043959038,2.0,11.0,-2.294564e-05,289315333.941708,,,46385.23130737998,,,,,,1.0,1.0,,10.0,4.0,7577552.353544587,6104628.973335441
2024-09-24 00:00:00,1900066.0,1349027.0,1753507.0,1331621.0,520104.9928544242,520104.99285442417,20377569.679303233,16618888.15748568,3463460.4603843507,134783.4236312767,9126224.14069927,737722.4950907154,5514356.3297254415,10601717.955351222,13432737.421254879,1306484.4463887378,309804.956459206,1859400.7599585652,1187639509.4831283,40859.0,0,0.0,0,0.0,6.19713345,1245.222229429999,825.99704953,1095.208052829999,455.42497522,133.59089539,66.76007148,28.52053879,2130.065970590003,11.99243258,426993.50394593965,88308402.3783468,1692.986276049673,93.425901610295,307.917338308271,145.787954629315,393.882587188244,591.117062239733,42.78923967974,961.83182033194,1511.883597482443,765.429396221196,1111.14829654924,323.27393536258,616.056685307911,2492.850882120638,-0.154074436792,1.224766196645,0.998855739985,0.765921159176,0.744243287724,1.143945440765,1.018415324482,0.855141786666,1.142895578592,1.002766608878,1.009216223458,0.913528487016,0.9821534208,1.195961005273,0.975381862589,0.748777422077,0.999010621425,1.116823730674,1.036372844411,0.837909415368,1.116061484427,0.979218343447,1.005772205628,1.007726462405,0.971330388533,0.166791377472,177878.67519141978,151.187506076783,256.636258782961,85.100671246106,67.586141804687,5792366175.564698,5792366175.564698,1574280430.8331256,63047865.81748982,2777424580.6579266,252184084.41123793,2244982655.076344,3229432751.904583,4663601088.954912,450684817.4926415,118061264.68507662,659094848.5430216,-5.392593204975,-5.392593204975,6.196117818356,0.80352461338,0.0,0.0,-0.48212489847,-0.48212489847,-0.351613376828,-0.351613376828,0.0,0.545860971836,1.300690909466,8.0,23.0,-3.4974748e-05,285509496.623,20377569.679303233,13772413.13980281,40302.51720351004,50350.48444121001,185056.23287519,3.675361516954,11233.0,15.0,1.0,1.0,1.776572427256,7.0,1.0,5125176.422306965,3397818.2094300543
2024-09-24 04:00:00,1899144.0,1351692.0,1755371.0,1334338.0,863468.3172252574,863468.3172252573,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,89212544.88163269,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.199459726592,0.97823549352,0.75091867342,1.000943544993,1.120027135433,1.037326912988,0.840300473072,1.119289295091,0.982070142987,1.007953040643,1.009375376882,0.973688402983,,286184.4952659611,,184.41660723996,,,,,,,,,,,,,,,-3.476964592934,-3.476964592934,5.972088098526,2.495123505592,0.177024138789,0.177024138789,,,-0.467181837607,-0.467181837607,0.177024138789,0.272597772598,0.44970575155,6.0,18.0,-3.5971579e-05,284599223.78926283,,,45176.75251175998,,,,,,4.0,4.0,,11.0,4.0,12202930.833355827,10764235.123275677
2024-09-24 08:00:00,1910736.0,1359416.0,1760042.0,1342793.0,372053.6948746083,372053.69487460837,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,89279628.31812441,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.209837311001,0.986690596627,0.757488378676,1.008217738226,1.129717634781,1.04626899304,0.847483671659,1.128976053502,0.990567744809,1.016586181244,1.017476756492,0.982501503858,,8642.192266468364,,186.521714768211,,,,,,,,,,,,,,,0.700162410736,0.700162410736,0.0,0.700162410736,-0.120709164052,-0.120709164052,,,-0.024710425393,-0.024710425393,-0.120709164052,0.161982063357,0.113725456106,5.0,6.0,3.8621785e-05,286952752.2429656,,,35661.12617457994,,,,,,0.0,0.0,,10.0,1.0,8480770.307722487,6419867.893701988
2024-09-24 12:00:00,1912955.0,1358670.0,1762418.0,1342624.0,128747.27104833098,128747.27104833098,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,89556130.44820894,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.202919047596,0.981042918447,0.753909366993,1.001139002666,1.123239744805,1.040478093795,0.842626638734,1.122514800268,0.984899665423,1.010672593987,1.010681924172,0.976864296289,,53514.13666127424,,177.514464036139,,,,,,,,,,,,,,,-1.070953547955,-1.070953547955,3.418952822685,2.347999274731,0.096862428975,0.096862428975,,,-0.053379607281,-0.053379607281,0.096862428975,0.137768817204,0.235743630995,3.0,10.0,3.8397957e-05,283055594.9780758,,,31206.759566650002,,,,,,1.0,1.0,,24.0,1.0,6664668.42826055,1365432.9660172204
2024-09-24 16:00:00,1914466.0,1359460.0,1763377.0,1344137.0,566461.234015809,566461.234015809,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,89914658.77867675,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.221340896198,0.996064893068,0.765492758767,1.013625854501,1.140388111469,1.055407223097,0.855500219271,1.139658999449,0.999969241448,1.025660884675,1.022318035878,0.991587022758,,294556.6366349867,,155.589879916578,,,,,,,,,,,,,,,0.040141105652,0.040141105652,2.254699587822,2.294840693474,-0.054617646239,-0.054617646239,,,0.009291153848,0.009291153848,-0.054617646239,0.498212105355,0.297756220679,13.0,12.0,5.0810265e-05,285758234.114912,,,54984.40112793999,,,,,,3.0,3.0,,28.0,1.0,12412022.014928667,6650612.673852295
2024-09-24 20:00:00,1915840.0,1361474.0,1765536.0,1345690.0,125158.86611621529,125158.86611621527,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,89221619.92480527,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.224006708214,0.998236340641,0.769071223585,1.01421001542,1.142851382555,1.05744316699,0.857350894945,1.142135945724,1.002141685682,1.027905839137,1.023486563722,0.993746250167,,55325.1996419402,,151.187506076541,,,,,,,,,,,,,,,1.428773105145,1.428773105145,2.440296471119,3.869069576263,0.000707629671,0.000707629671,,,0.823669974696,0.823669974696,0.000707629671,0.206090883124,1.216536896069,6.0,27.0,5.0665256e-05,284270959.20972997,,,32120.957490010005,,,,,,6.0,6.0,,12.0,0.0,4481967.079125267,0.0
