timestamp,active_addresses_1h,active_addresses_24h,active_addresses_30d,active_addresses_7d,age_consumed,age_destroyed,circulation,circulation_10y,circulation_180d,circulation_1d,circulation_2y,circulation_30d,circulation_365d,circulation_3y,circulation_5y,circulation_60d,circulation_7d,circulation_90d,circulation_usd_180d,daily_active_addresses,dev_activity_1d,dev_activity_contributors_count_7d,dormant_circulation_180d,dormant_circulation_2y,dormant_circulation_365d,dormant_circulation_3y,dormant_circulation_5y,dormant_circulation_90d,dormant_circulation_usd_180d,mean_age,mean_age_180d,mean_age_2y,mean_age_365d,mean_age_3y,mean_age_5y,mean_age_90d,mean_dollar_invested_age,mean_dollar_invested_age_180d,mean_dollar_invested_age_2y,mean_dollar_invested_age_365d,mean_dollar_invested_age_3y,mean_dollar_invested_age_5y,mean_dollar_invested_age_90d,mvrv_long_short_diff_usd,mvrv_usd,mvrv_usd_10y,mvrv_usd_180d,mvrv_usd_1d,mvrv_usd_2y,mvrv_usd_30d,mvrv_usd_365d,mvrv_usd_3y,mvrv_usd_5y,mvrv_usd_60d,mvrv_usd_7d,mvrv_usd_90d,mvrv_usd_z_score,network_growth,network_profit_loss,nvt,nvt_transaction_volume,percent_of_total_supply_in_profit,realized_value_usd,realized_value_usd_10y,realized_value_usd_180d,realized_value_usd_1d,realized_value_usd_2y,realized_value_usd_30d,realized_value_usd_365d,realized_value_usd_3y,realized_value_usd_5y,realized_value_usd_60d,realized_value_usd_7d,realized_value_usd_90d,sentiment_balance_total,sentiment_balance_total_v2,sentiment_negative_total,sentiment_positive_total,sentiment_volume_consumed_total,sentiment_weighted_total,sentiment_weighted_total_1d,sentiment_weighted_total_1d_v2,sentiment_weighted_total_1h,sentiment_weighted_total_1h_v2,sentiment_weighted_total_v2,social_dominance_ai_total,social_dominance_total,social_volume_ai_total,social_volume_total,total_supply,total_supply_in_profit,transaction_volume,transaction_volume_in_loss,transaction_volume_in_profit,transaction_volume_profit_loss_ratio,transactions_count,twitter_followers,unique_social_volume_total_1d,unique_social_volume_total_1h,unique_social_volume_total_5m,velocity,whale_transaction_count_100k_usd_to_inf,whale_transaction_count_1m_usd_to_inf,whale_transaction_volume_100k_usd_to_inf,whale_transaction_volume_1m_usd_to_inf
2023-04-03 16:00:00,77.0,936.0,3955.0,3123.0,158792521.2694205,158792521.26942053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593841.0924116779,,,,,,,,,,,,,,,,0.992625415325,0.992625415325,0.740572631359,1.733198046684,0.010791516348,0.010791516348,,,0.06186475279,0.06186475279,0.010791516348,0.373106959893,0.098244311247,78.0,13.0,,,2591044.907827783,,,,,,,7.0,7.0,,2.0,0.0,1732202.233408175,0.0
2023-04-03 20:00:00,54.0,1028.0,4052.0,3218.0,31444792.791288458,31444792.791288458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65456.973377342525,,,,,,,,,,,,,,,,1.587793290615,1.587793290615,0.784196853638,2.371990144253,0.008041185473,0.008041185473,,,-0.042269767343,-0.042269767343,0.008041185473,0.604428445814,0.115170755108,107.0,11.0,,,619230.5408552288,,,,,,,5.0,5.0,,0.0,0.0,0.0,0.0
2023-04-04 00:00:00,56.0,1066.0,4095.0,3253.0,9161340.096513122,9161340.096513122,289714926.0,289714926.0,59531751.891139075,397827.5522487853,204725017.29821202,28434831.605025068,105958776.30474281,289714926.0,289714926.0,37677671.20296328,11847241.406800488,38583457.057771236,48575489.812366255,480.0,0.0,0.0,82705.48735024876,18.212355663434,44651.51802587623,0.0,0.0,98280.27304824279,67484.31602609647,505.238238856091,63.158134979247,357.404382121185,166.407987894483,505.238238856091,505.238238856091,19.54780368679,621.774407361016,54.799327356537,534.942109718479,210.613756502378,621.275594214432,621.275594214432,16.233111316804,-0.477166520206,0.502153538757,0.502153538757,2.402785803988,0.996044079762,0.493148549584,2.137018980428,1.724777569569,0.502153538757,0.502153538757,2.201944089775,1.593433887908,2.219821013678,-0.123217075088,137.0,-24256.87227911647,728.242486882417,196.477144031363,32.528715410803,471801751.45773387,471801751.45773387,20260903.66366364,326619.04532624036,339483258.6328824,10880966.847267773,50237618.58595587,471801751.45773387,471801751.45773387,13992746.629603364,6080067.415442882,14213740.596751118,3.017252385616,3.017252385616,0.0,3.017252385616,0.107314554289,0.107314554289,1.748156533165,1.748156533165,0.079250829973,0.079250829973,0.107314554289,0.666155862368,0.076473989027,86.0,6.0,289714926.0,94240543.78115869,302325.0919829116,525507.4866622104,683780.2929063397,1.30118087803,3060.0,43953.0,23.0,4.0,4.0,3.706499758395,0.0,0.0,0.0,0.0
2023-04-04 04:00:00,52.0,1065.0,4115.0,3243.0,1656229.9238072431,1656229.9238072431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19995.978066694366,,,,,,,,,,,,,,,,1.483053565025,1.483053565025,0.0,1.483053565025,-0.168340620272,-0.168340620272,,,-0.235756747549,-0.235756747549,-0.168340620272,0.374856263872,0.051707651138,53.0,5.0,,,295772.23937543144,,,,,,,2.0,2.0,,0.0,0.0,0.0,0.0
2023-04-04 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44019.0,,,,,,,,
2023-04-04 08:00:00,67.0,968.0,4148.0,3224.0,12502383.739304313,12502383.739304313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16157.36588147036,,,,,,,,,,,,,,,,2.944155454636,2.944155454636,0.0,2.944155454636,0.143601068402,0.143601068402,,,0.248513840995,0.248513840995,0.143601068402,0.244577834301,0.107291981996,32.0,10.0,,,294286.3309616305,,,,,,,6.0,6.0,,0.0,0.0,0.0,0.0
2023-04-04 12:00:00,49.0,743.0,4179.0,3245.0,3958248.184372725,3958248.1843727245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3354.878228865555,,,,,,,,,,,,,,,,0.872309982777,0.872309982777,0.736721754074,1.609031736851,-0.141015233811,-0.141015233811,,,-0.104687287534,-0.104687287534,-0.141015233811,0.28717799927,0.090549572423,55.0,12.0,,,235421.61937256827,,,,,44054.0,,8.0,8.0,,0.0,0.0,0.0,0.0
2023-04-04 16:00:00,54.0,581.0,4210.0,3251.0,9733062.013679115,9733062.013679115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8101.127705554754,,,,,,,,,,,,,,,,1.520544350147,1.520544350147,0.0,1.520544350147,-0.050054717259,-0.050054717259,,,-0.355010136585,-0.355010136585,-0.050054717259,0.312500509156,0.083940460509,54.0,9.0,,,122460.14870153672,,,,,,,2.0,2.0,,0.0,0.0,0.0,0.0
2023-04-04 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44101.0,,,,,,,,
2023-04-04 20:00:00,16.0,480.0,4232.0,3258.0,971546.1425690294,971546.1425690295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20081.182765922218,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,-0.417829244709,-0.417829244709,0.0,0.140814825611,0.038373867747,23.0,3.0,,,224282.29589898008,,,,,,,1.0,1.0,,0.0,0.0,0.0,0.0
